"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.956242750E-1,6.242275834E-1,2.583052158E0,9.017202377E0,9.400625364E0
6.981852640E-1,6.367899179E-1,2.605783939E0,9.074630737E0,9.462797385E0
7.007462540E-1,6.478567123E-1,2.630759001E0,9.129963875E0,9.523489465E0
7.033074000E-1,6.481558084E-1,2.645714045E0,9.166604042E0,9.562768345E0
7.058685970E-1,6.523432732E-1,2.660220623E0,9.200103760E0,9.599178855E0
7.084294310E-1,6.538388133E-1,2.670689106E0,9.227172852E0,9.628125691E0
7.109899000E-1,6.480062604E-1,2.682354212E0,9.246166229E0,9.649172305E0
7.135504720E-1,6.429215074E-1,2.687737942E0,9.260672569E0,9.664229909E0
7.161113580E-1,6.267699599E-1,2.690429926E0,9.270991325E0,9.673806589E0
7.186722430E-1,6.055336595E-1,2.692822695E0,9.277721405E0,9.679570215E0
7.212331290E-1,5.705386400E-1,2.685494661E0,9.274281502E0,9.672109040E0
7.237940660E-1,5.341976285E-1,2.690280437E0,9.275328636E0,9.672367717E0
7.263549520E-1,4.879862666E-1,2.692224503E0,9.281011581E0,9.675917494E0
7.289156810E-1,4.287638962E-1,2.694019079E0,9.290882111E0,9.683081517E0
7.314763580E-1,3.577269912E-1,2.693271399E0,9.311669350E0,9.699941521E0
7.340369310E-1,2.718844712E-1,2.690280437E0,9.332307816E0,9.716146312E0
7.365974520E-1,-3.484548032E-1,2.687887669E0,9.362516403E0,9.746941791E0
7.391583890E-1,-3.982554078E-1,2.678914547E0,9.394072533E0,9.776696235E0
7.417194830E-1,-4.571786821E-1,2.679662228E0,9.437591553E0,9.821289952E0
7.442805250E-1,-5.277669430E-1,2.680559635E0,9.487542152E0,9.873064063E0
7.468416180E-1,-6.037390828E-1,2.681307316E0,9.548259735E0,9.935953591E0
7.494027640E-1,-6.868896484E-1,2.682204723E0,9.618249893E0,1.000883463E1
7.519638060E-1,-7.739285827E-1,2.685494661E0,9.696465492E0,1.009119864E1
7.545247950E-1,-1.383350611E0,2.693271399E0,9.784102440E0,1.024187631E1
7.570859930E-1,-1.416401505E0,2.697907448E0,1.040040398E1,1.083758740E1
7.596471910E-1,-1.446311712E0,2.713161707E0,1.044018459E1,1.088349752E1
7.622083890E-1,-1.474576950E0,2.733650208E0,1.049417210E1,1.094417053E1
7.647695350E-1,-1.501645803E0,2.759073973E0,1.055593681E1,1.101341143E1
7.673304200E-1,-1.525274873E0,2.793321371E0,1.062218857E1,1.108873292E1
7.698913580E-1,-1.538584948E0,2.830559731E0,1.069202900E1,1.116686152E1
7.724523470E-1,-1.542921901E0,2.875275612E0,1.075588703E1,1.123996991E1
7.750130250E-1,-1.544118404E0,2.914607525E0,1.080718327E1,1.129931187E1
7.775737540E-1,-1.524377584E0,2.967399120E0,1.086072254E1,1.136153505E1
7.801344830E-1,-1.495065451E0,3.020789146E0,1.090050316E1,1.140970450E1
7.826953680E-1,-1.447807193E0,3.074926615E0,1.093056297E1,1.144676925E1
7.852566700E-1,-1.377518058E0,3.117548704E0,1.094985580E1,1.146804290E1
7.878184930E-1,-1.282403350E0,3.152543783E0,1.095493984E1,1.147143398E1
7.903804720E-1,-5.721837282E-1,3.178565741E0,1.094282627E1,1.140947506E1
7.929423470E-1,-5.030909777E-1,3.182454109E0,1.090603733E1,1.137201675E1
7.955043790E-1,-3.933202326E-1,3.173032284E0,1.086102200E1,1.132186528E1
7.980663060E-1,3.515953720E-1,3.152842999E0,1.080015469E1,1.125643725E1
8.006278680E-1,4.266701937E-1,3.118595600E0,1.072552872E1,1.117786439E1
8.031895350E-1,5.187938809E-1,3.076721191E0,1.064118099E1,1.108918813E1
8.057512540E-1,1.126720309E0,3.028266668E0,1.056042385E1,1.104366106E1
8.083131290E-1,1.165005565E0,2.978914738E0,1.047772217E1,1.095508251E1
8.108753680E-1,1.206132174E0,2.923879623E0,1.039382362E1,1.086440962E1
8.134376080E-1,1.257876992E0,2.877369165E0,1.032188892E1,1.078901751E1
8.159996390E-1,1.300947785E0,2.831905603E0,1.025668430E1,1.071968877E1
8.185614620E-1,1.333849072E0,2.794667244E0,1.020449162E1,1.066400335E1
8.211231810E-1,1.350897908E0,2.764607430E0,1.016366386E1,1.061922985E1
8.236851600E-1,1.346710443E0,2.745614529E0,1.013539886E1,1.058670573E1
8.262475040E-1,1.324128270E0,2.741127968E0,1.012029362E1,1.056822791E1
8.288099000E-1,1.273430347E0,2.730210543E0,1.011685371E1,1.055587057E1
8.313718790E-1,1.221087337E0,2.731855631E0,1.013704395E1,1.056947253E1
8.339339620E-1,1.158574820E0,2.735594511E0,1.017383289E1,1.059870977E1
8.364961500E-1,1.092024446E0,2.736790895E0,1.023021412E1,1.064611773E1
8.390579720E-1,1.033998489E0,2.735445023E0,1.030349445E1,1.071045332E1
8.416196390E-1,9.833005667E-1,2.722583532E0,1.039172935E1,1.078737132E1
8.441812020E-1,9.366405010E-1,2.701795816E0,1.048833942E1,1.087116645E1
8.467427120E-1,8.841479421E-1,2.662314177E0,1.115249729E1,1.149990566E1
8.493044310E-1,8.397312164E-1,2.619692087E0,1.120603752E1,1.153876996E1
8.518664100E-1,7.960621715E-1,2.570489645E0,1.127438164E1,1.159106610E1
8.544282330E-1,7.437191606E-1,2.518146753E0,1.136082268E1,1.166029473E1
8.569898470E-1,6.909275651E-1,2.465055943E0,1.145324516E1,1.173587263E1
8.595514620E-1,6.351448894E-1,2.414058924E0,1.207762241E1,1.233288501E1
8.621131290E-1,5.841478109E-1,2.367249250E0,1.210708427E1,1.235016548E1
8.646750040E-1,5.303093195E-1,2.309672117E0,1.212832069E1,1.235766872E1
